nameOfCamp,amountReached,goalOfCamp,category,dateCreated,peopleDonated,numberOfDays,locationCity,locationState,socialMediaShares,NumberOfFbComments,NumberOfUpdates
"WARRIOR WEEKEND ""AMAZING"" EVENT","$50k goal",,Travel," August 17, 2016",1,,HOPKINSVILLE,KY,21000,,
A piece of your cake for us...,"$2,500 goal",,Travel," July 25, 2016",2,,Davao City,Philippines,26000,,
Help us see each other,,,Travel," September 25, 2016",10,,Barcelona,CT,,,
Help us get to the Caribbean!!,"$1,500 goal",,Travel," September 23, 2016",3,,MYRTLE BEACH,SC,2000,,1
HELP US MAKE IT TO BUS 142,"$3,500 goal",,Travel," September 25, 2016",15,,CLEVELAND,TN,20000,,
Help us get to our family!!,"$1,500 goal",,Travel," September 16, 2016",9,,WICHITA,KS,,,
"Help us grow, intellectually!Please","$2,243 goal",,Travel," September 19, 2016",6,,DELRAY BEACH,FL,,,
Help us Get to Rome!,"$10k goal",,Travel," September 14, 2016",11,,CLEVELAND,MS,,,
Help us celebrate a friends wedding,"$2,000 goal",,Travel," September 14, 2016",11,,Kelowna,BC,2000,,
Jeremy's Travel to Ecuador Fund,$290,"$1,000",Travel," September 21, 2016",7,4,GLENWOOD SPRINGS,CO,41000,,1
Keep Max Moving,"$5,070","$3,500",Travel," August 1, 2016",138,1,EVANS,GA,474000,5,7
Pudding's Worldwide Meet & Greet,"$2,710","$25,000",Travel," April 20, 2016",73,5,WINTER PARK,FL,148000,2,8
Track the Desert (Valerie & Ashley),"$11,645","$20,000",Travel," June 18, 2016",51,3,LAS VEGAS,NV,86000,,4
Selfless in India ,"$1,215","$2,000",Travel," September 24, 2014",17,24,SAN CLEMENTE,CA,50000,,1
"""Gotta Go Lion King""",$570,$400,Travel," July 27, 2016",8,2,LAS VEGAS,NV,29000,,
Road to Rio: Pirozhkov Family Story,"$8,415",$18.10,Travel," April 5, 2016",53,5,GREENFIELD,MA,858000,,
Pray for Savvy Faye,"$5,855","$7,000",Travel," September 10, 2014",102,24,OKLAHOMA CITY,OK,5600,,29
A New Beginning in New York City,$55,"$10,000",Travel," September 24, 2016",2,1,MEMPHIS,TN,116000,,
Stormo-Flanagan Adventure Fund,"$7,408","$10,000",Travel," August 25, 2016",82,1,LAFAYETTE,CO,157000,,1
Deja's Costa Rica Trip,$660,"$2,300",Travel," September 15, 2016",15,10,JOHNSON CITY,TN,31000,,1
Tokyo Trip - Full Sail University,$425,"$3,000",Travel," June 1, 2016",7,3,WINTER PARK,FL,91000,,1
Bahamas Conservation Expedition,"$1,170","$1,200",Travel," March 13, 2016",23,6,GAINESVILLE,FL,84000,1,5
Mai Last Chance,$110,"$5,700",Travel," September 22, 2016",2,3,ATLANTA,GA,18000,,1
Help Dylan travel,$100,$500,Travel," September 11, 2016",5,14,HOQUIAM,WA,54000,,1
A New Beginning in New York City,$55,"$10,000",Travel," September 24, 2016",2,1,MEMPHIS,TN,116000,,
Let's Get WonJu To NGA,"$1,375","$3,630",Travel," August 31, 2016",18,25,HAYWARD,CA,82000,,1
Once in a Lifetime Trip to Europe,$160,"$2,500",Travel," September 21, 2016",3,4,HARVEST,AL,47000,1,
Help Zoria Go to England and France,$440,"$8,000",Travel," September 7, 2016",3,18,CHARLOTTE,NC,13000,,
Help Caitlyn get to Youth Worlds,$345,"$2,000",Travel," July 9, 2016",8,2,WATERFORD,WI,74000,,1
Trip to Japan- Summer of 2017,$945,"$4,305",Travel," August 11, 2016",9,1,TUCSON,AZ,42000,,
Christine's Appalachian Trail Fund,$383,"$3,500",Travel," June 27, 2016",4,3,SALISBURY,MD,40000,1,1
Me and my sister to go see our mom ,$100,"$3,000",Travel," September 22, 2016",1,3,GONZALES,LA,48000,,3
Wish for terminal cancer patient,$170,"$3,000",Travel," September 22, 2016",4,3,ROSWELL,NM,9000,,
FIJIAN ADVENTURES,$60,"$3,000",Travel," September 6, 2016",2,19,RED WING,MN,121000,,
Help me see my family!,$150,"$3,000",Travel," September 20, 2016",2,5,LANCASTER,CA,9000,,
Send Myles to New Zealand! =D,$420,"$1,500",Travel," September 15, 2016",7,10,OLD SAYBROOK,CT,30000,,2
Japan Trip ,$100,"$2,000",Travel," July 20, 2016",1,2,HOUSTON,TX,30000,,
Japan Trip ,$100,"$2,000",Travel," July 20, 2016",1,2,HOUSTON,TX,30000,,
"""Gotta Go Lion King""",$570,$400,Travel," July 27, 2016",8,2,LAS VEGAS,NV,29000,,
The Immortal Legacy,"$1,005","$3,000",Travel," August 8, 2016",13,1,FAYETTEVILLE,NC,57000,,
My Study Abroad Trip to Italy,$280,"$4,800",Travel," September 20, 2016",5,5,ELLETTSVILLE,IN,28000,,
Study Abroad in Japan ,"$1,250","$4,000",Travel," April 4, 2016",16,5,,,139000,,4
Sending Larry Varney to Spezi 2016,"$1,856","$2,000",Travel," March 8, 2016",42,6,PICKERINGTON,OH,88000,,
Send Courtney to Terra Madre  ,"$1,635","$1,930",Travel," May 17, 2016",24,4,NEW ORLEANS,LA,70000,,5
Trip Barcelona,"$1,481",$800,Travel," September 16, 2016",13,10,MARIETTA,GA,6000,,2
ITC Travels to Costa Rica,"$16,100","$50,000",Travel," October 7, 2014",17,23,MEMPHIS,TN,540000,,
Bel Travels the World,$135,"$3,000",Travel," August 22, 2016",5,1,WINSTON SALEM,NC,95000,1,
Help Bring Neil Home to Baltimore,$927,$872,Travel," March 6, 2016",19,6,LANCASTER,CA,170000,,6
 New Orleans or Bust,"$2,369","$5,000",Travel," April 26, 2014",51,29,BROOKLYN,NY,291000,,11
Bring Nathalie & Pets Home to Vancouver! ,"$2,045","$7,000",Travel," September 2, 2013",42,37,Pointe-Saint-Charles,QC,436000,,4
Adam's Theatrical Tour,$601,"$1,200",Travel," November 4, 2015",12,10,RICHMOND,VA,190000,,7
New Camera for TrailDamage.com,$800,$750,Travel," August 28, 2016",15,28,DENVER,CO,41000,,5
Flight Home for the Holidays!,$100,$700,Travel," September 14, 2016",4,11,ANAHEIM,CA,15000,,1
Help Erika go to Asia!,$85,"$2,000",Travel," September 24, 2016",2,1,TROY,AL,24000,,
Please help me see my best friend!,$280,"$1,000",Travel," September 21, 2016",5,4,SEATTLE,WA,2000,,
Ms. V explores Costa Rica!,$100,"$1,500",Travel," April 1, 2016",1,5,DENVER,CO,9000,,1
Tiffani's Semester Abroad!,$420,"$3,000",Travel," August 22, 2016",8,1,PEORIA,AZ,,,
Cabo San Lucas Tuna Tournament Trip,$150,"$8,000",Travel," April 2, 2016",2,5,,,34000,,2
Help April /Michelle  see Tristan,$30,$200,Travel," July 20, 2016",2,2,CHICO,CA,64000,,11
On the move from CT to AZ,$40,"$1,500",Travel," July 27, 2016",3,2,WINDSOR,CT,28000,,9
Percy on 66,$20,"$1,500",Travel," September 1, 2016",1,24,CHARLESTON,SC,17000,1,
Fabian's Trip to Harvard,$20,"$1,000",Travel," September 16, 2016",1,9,GLENDALE,AZ,,,
A Year In China,$15,$500,Travel," September 16, 2016",2,9,OREM,UT,2000,,1
Patrick Snow YETI 110 Florida Fund,$10,"$1,000",Travel," July 1, 2016",1,2,KENDALLVILLE,IN,44000,,
A Culturally Enriching Journey,$10,"$10,000",Travel," July 12, 2016",1,2,SAVANNAH,GA,9000,,
Elisa's 2017 Trip To Israel,$5,"$2,609",Travel," August 13, 2016",1,1,WAYNE,NJ,35000,,
My Adventurous German Trip,$5,"$3,200",Travel," September 22, 2016",1,3,PALMYRA,NJ,4000,,1
Disney Trip ,$5,"$1,200",Travel," September 17, 2016",1,8,COLUMBUS,OH,12000,,1
Move to Delaware,$5,"$6,000",Travel," February 27, 2016",1,7,NORFOLK,VA,9000,,1
New Beginnings! Please Help Us!,"$2,486","$6,000",Travel," September 11, 2016",22,15,Vancouver,BC,96000,,3
Our Bus Needs Help!,"$4,190","$6,000",Travel," August 5, 2016",102,1,SPRING HILL,TN,1200,1,
Send  this  dramaturg to  Uganda!,$950,"$3,500",Travel," September 14, 2016",16,11,FLOURTOWN,PA,1100,,5
Conscious Filmmaking in Hawaii,"$1,495","$4,000",Travel," July 22, 2016",16,2,FAIRFIELD,IA,1100,,2
Wheel across America,"$1,068","$4,350",Travel," July 12, 2016",23,2,BROOKLYN,NY,1100,,8
A Lakota Family's Journey,"$2,190","$7,600",Travel," April 17, 2016",52,5,SAINT PAUL,MN,1100,,2
GIRLS trip to Brazil Summer 2016,"$13,866",$18.50,Travel," February 18, 2015",77,19,RICHMOND,VA,1000,,39
Will Schmidt's Canada to Mexico Paddle!,"$9,180","$30,000",Travel," April 18, 2014",82,29,LAGUNA NIGUEL,CA,1000,2,4
New Jersey: One More Time,$705,"$1,500",Travel," June 6, 2016",15,3,MIAMI,FL,976000,1,
GMN across the USA,"$4,595","$5,000",Travel," January 31, 2016",68,7,BERNE,NY,915000,,5
Rep Brostoff & Alex 4 Bernidelphia!,"$1,386","$2,000",Travel," June 14, 2016",30,3,MILWAUKEE,WI,898000,1,6
George's Wishes,"$1,085","$10,000",Travel," August 3, 2016",13,1,ATOKA,TN,873000,1,
Road to Rio: Pirozhkov Family Story,"$8,415",$18.10,Travel," April 5, 2016",53,5,GREENFIELD,MA,858000,,
Clarissa R. At The DNC,"$2,670","$3,500",Travel," April 2, 2016",48,5,TEXAS CITY,TX,848000,,8
Carey Wright,"$4,235","$10,000",Travel," July 20, 2016",78,2,DALLAS,GA,844000,1,2
Trip to Mexico for Olympic wresting,"$1,390","$6,000",Travel," April 25, 2016",18,5,BETHANY,OK,841000,,3
Help Oaklee and his family.,"$2,835","$5,000",Travel," August 31, 2014",46,25,Belleville,ON,799000,2,12
"Don,GreenDemocratsForBernieDelegate","$3,750","$4,000",Travel," June 27, 2016",138,3,EUGENE,OR,787000,9,13
The Robles family/Jess Robles,"$10,670","$10,000",Travel," June 29, 2016",101,2,LAKE ELSINORE,CA,759000,,2
Help save my Rv and Adventure Along,"$1,620",$12.50,Travel," June 27, 2016",18,3,MAMMOTH LAKES,CA,760000,,2
Angie's Adventure of a Lifetime!,"$40,299","$40,000",Travel," March 5, 2016",330,6,TOWSON,MD,748000,2,4
HQ for 'Dear Human' Empowerment Movement ,"$1,730","$35,000",Travel," October 5, 2013",38,36,WOONSOCKET,RI,727000,,6
Travel for Miami and LA,"$5,850","$5,780",Travel," October 6, 2015",94,11,MILLEDGEVILLE,GA,721000,,1
"EVEREST ""Climb to Fight Breast Cancer"" ","$4,020","$45,000",Travel," April 7, 2013",52,42,BOULDER,CO,701000,,54
Help Columbus discover Ultra 2016!,$420,"$3,330",Travel," March 3, 2016",17,6,BOULDER,CO,696000,3,2
Rosenbaum Trio Goes to Disney!,"$2,220","$1,500",Travel," July 18, 2016",56,2,HERMITAGE,TN,696000,1,8
My Family To Move Back Home to Guam,"$2,245","$8,000",Travel," April 25, 2015",20,17,ALIQUIPPA,PA,685000,1,19
Alexis' Traveling Fund,"$13,072","$20,000",Travel," July 20, 2015",157,14,MANSON,IA,621000,2,21
World Cup Russia 2018 Fund,$50,"$5,000",Travel," July 2, 2016",4,2,SAN CARLOS,CA,885000,3,1
Dandelion's European Pilgrimage,"$2,131","$3,500",Travel," May 31, 2015",60,16,HONOMU,HI,667000,,13
NERO Live Action Role Play Camp,"$28,350","$15,000",Travel," January 22, 2016",124,8,MOUNT GILEAD,NC,668000,,4
Carmen's Pilgrimage to India,"$1,435","$2,000",Travel," August 1, 2015",33,14,HILO,HI,559000,,16
My Mission Trip to Spain,"$1,010","$3,000",Travel," April 16, 2016",26,5,ATHENS,TX,546000,,22
Gabby's Appalachian Excursion ,"$1,576","$2,500",Travel," January 17, 2016",29,8,CHARLESTON,WV,534000,,5
Alaska National Delegate 2016 ,"$5,052","$5,000",Travel," May 16, 2016",169,4,WASILLA,AK,531000,12,1
Help Jeremy Bike,"$7,100","$7,000",Travel," December 7, 2015",57,9,CARDIFF BY THE SEA,CA,528000,5,6
Dominique's New Beginning ,$470,"$2,500",Travel," June 13, 2016",11,3,DENVER,CO,525000,2,
Trip to Sons Bootcamp Graduation,$150,$600,Travel," July 13, 2016",3,2,ATWATER,OH,512000,4,9
Ramblin Bob Cycling 66 for Peace,"$1,685","$2,500",Travel," July 11, 2016",52,2,CUDAHY,WI,452000,2,11
"Walking in Hope, Camino de Santiago","$4,483","$3,600",Travel," July 25, 2015",69,14,CLIFTON PARK,NY,515000,1,8
Sandy W - National Bernie Delegate,"$3,002","$2,750",Travel," June 25, 2016",68,3,SPOKANE,WA,506000,,6
Sandy W - National Bernie Delegate,"$3,002","$2,750",Travel," June 25, 2016",68,3,SPOKANE,WA,506000,,6
A.D.A.P.T Level 1 Parkour Coach,$460,"$4,500",Travel," January 6, 2016",10,8,876,,505000,5,16
 Help Build The Town of Gabriella ,$585,"$25,000",Travel," July 5, 2016",17,2,DATIL,NM,505000,1,5
VanLife Rebuild ,"$3,403","$18,000",Travel," August 5, 2016",59,1,GRAND RAPIDS,MI,504000,1,3
"Heal, Write, Love ","$3,006","$4,000",Travel," March 5, 2013",40,43,WEST HOLLYWOOD,CA,488000,,30
House On Wheels Fund,"$3,020","$10,000",Travel," August 15, 2014",34,25,ATLANTA,GA,493000,1,19
Rock Girl:  On the Road,"$26,950","$50,000",Travel," May 9, 2015",153,16,NEW YORK,NY,363000,1,42
Karen's Small Cell Carcinoma Battle,"$1,880","$5,000",Travel," March 28, 2016",45,6,WAUKEGAN,IL,472000,,
Keep Max Moving,"$5,070","$3,500",Travel," August 1, 2016",138,1,EVANS,GA,474000,5,7
VETRANS HONOR FLIGHT,$790,"$1,500",Travel," April 25, 2016",18,5,ATWATER,CA,461000,2,4
Dolores Gutierrez Marine Graduation,"$1,665","$1,600",Travel," August 31, 2016",57,25,SAN ANTONIO,TX,419000,9,9
Oklahoma to Arlington,"$4,665","$4,000",Travel," December 30, 2015",62,9,EVERETT,MA,407000,1,
Gabi's agility trip /Slovakia 2016 ,"$2,430","$5,000",Travel," March 16, 2016",42,6,,,401000,2,6
Beth's Brave Steps,"$2,850","$3,500",Travel," November 23, 2014",37,22,NORFOLK,VA,394000,,2
Vacation For Our Father With Cancer,"$2,020","$4,000",Travel," December 4, 2015",44,9,SOUTH AMBOY,NJ,400000,,11
"Jonathan's band trip to Rome, Italy","$1,048","$6,360",Travel," August 23, 2016",35,1,HURRICANE,WV,434000,,8
Eurotrip,"$2,200","$10,000",Travel," February 4, 2016",32,7,SAN ANTONIO,TX,397000,,7
Going Study Abroad in S. Korea!,"$1,800","$1,760",Travel," May 6, 2016",29,4,HAPPY VALLEY,OR,393000,,17
Help Outer Glow go on tour!,$590,"$15,000",Travel," August 8, 2016",21,1,TRINITY,NC,398000,,
MORE GOOD Road Trip ,"$7,685","$15,000",Travel," August 3, 2016",95,1,ORIENT,NY,340000,6,1
Magic and Miracles.  The Journey,"$1,083","$1,800",Travel," June 22, 2015",33,15,ATHENS,GA,395000,,24
St. Anthony's 8th Grade Washington D.C. Trip ,"$9,318","$13,000",Travel," November 5, 2012",88,47,MILWAUKEE,WI,382000,1,
Teresa's Japan woodworkin adventure,"$1,989","$5,000",Travel," April 12, 2016",24,5,MINNEAPOLIS,MN,389000,,4
Help Afia Study in Cuba!,"$2,200","$2,150",Travel," April 4, 2016",33,5,WASHINGTON,DC,380000,,5
A Dream toTravel the World with ALS,"$2,380","$10,000",Travel," February 3, 2016",65,7,VENICE,CA,379000,1,
Send Alfredo to DNC - Philadelphia ,$920,"$2,000",Travel," June 11, 2016",24,3,LAREDO,TX,379000,,4
"ADAPT OUTDOORS, LLC","$1,140","$5,000",Travel," February 17, 2016",25,7,EAST WINDSOR,CT,374000,,2
Support my Global Artist Residency,"$1,838","$1,800",Travel," January 26, 2016",37,8,15,,370000,2,3
Noah Stellarious Walking Across America!,"$1,850","$6,000",Travel," April 25, 2014",35,29,WHITE LAKE,MI,359000,3,43
Women's Fly Fishing Film ,$605,"$3,500",Travel," March 16, 2016",8,6,JACKSON,WY,359000,1,4
New Wheelchair Van,"$1,530","$30,000",Travel," September 29, 2015",23,12,HARRISBURG,PA,350000,2,13
RILEY/FLY LIFE FUND,"$2,415","$6,500",Travel," August 19, 2014",37,25,BROOKLYN,NY,353000,3,41
Krankin' Thru China - 2016 Trek,$945,"$1,500",Travel," February 22, 2016",14,7,LA VERNE,CA,346000,,9
Mickeals Thanksgiving & Christmas travel,$430,"$1,500",Travel," June 29, 2014",31,27,BONO,AR,343000,,16
The Warrior Jeep,$447,"$5,000",Travel," June 21, 2015",8,15,RIO RANCHO,NM,348000,1,4
 Help Me get to New Orleans,$150,"$1,500",Travel," July 2, 2016",7,2,BREAUX BRIDGE,LA,347000,8,2
The Rugged Road short film,"$1,580","$3,000",Travel," August 5, 2016",34,1,CORONA,CA,339000,2,3
A New Beginning ,$895,"$1,500",Travel," January 21, 2016",19,8,ANCHORAGE,AK,341000,,3
One Legged Man Climbing a Mountain,"$1,865","$5,000",Travel," December 9, 2014",27,21,SAN ANTONIO,TX,337000,1,4
The Official Blind Fashion Show ,$450,"$4,500",Travel," September 1, 2016",2,24,NEW YORK,NY,341000,,
Rest in peace my beautiful mom.,"$2,460","$5,000",Travel," April 8, 2016",48,5,NASHVILLE,TN,330000,,4
Making a Difference,"$2,665","$100,000",Travel," April 7, 2015",46,17,SANTA CRUZ,CA,334000,,6
Latvian Soldiers Trip To U.S.,"$3,690","$5,000",Travel," August 29, 2014",34,25,WEIDMAN,MI,333000,,6
Documenting My 1st Trip to China,"$2,225","$3,500",Travel," September 3, 2016",24,22,ENGLISHTOWN,NJ,327000,,1
My Cousin Levi Needs His Van Fixed,"$1,540","$3,000",Travel," April 2, 2016",35,5,,,327000,3,
Ms. Wheelchair Kansas Expense Fund,"$1,160","$5,000",Travel," March 18, 2016",18,6,OLATHE,KS,324000,,6
To'a Here Tahitian Halau Travel ,$255,"$1,500",Travel," August 14, 2016",9,1,HILO,HI,327000,,1
2016 Olympic Games Travel Expenses,"$6,550","$5,500",Travel," June 29, 2015",93,15,PETALUMA,CA,326000,1,22
Send Rosette Royale to Kodiak Isl.,"$3,785","$3,000",Travel," August 1, 2016",61,1,SEATTLE,WA,328000,2,1
Overlanding to South America,$628,"$5,000",Travel," December 19, 2015",11,9,DAYTON,OH,82000,,2
Jalyn's Journey to Hokkaido,"$4,825","$5,000",Travel," February 23, 2016",24,7,ATLANTA,GA,301000,,4
Alaskan Arctic Explorations Lecture,$910,"$2,750",Travel," February 13, 2016",17,7,HOWELL,MI,299000,,4
Six Feet Above Ground,"$1,040","$1,100",Travel," March 13, 2016",18,6,LONE PINE,CA,298000,,21
Alaska to SouthAmerica - motorcycle,"$1,300","$1,500",Travel," October 19, 2015",25,11,ANCHORAGE,AK,299000,1,2
Oregon Trip for Finals Opening,"$1,040","$2,000",Travel," May 15, 2016",18,4,ROCKY MOUNT,NC,301000,,10
"Bernie Delegate, CAN YOU HELP ME?","$1,220","$4,000",Travel," June 19, 2016",69,3,NASHVILLE,AR,300000,3,1
Get Flesher Down Under!,"$1,500","$1,500",Travel," April 19, 2016",63,5,SAINT PAUL,MN,300000,,
Help Send The F Bomb to California!,"$3,825","$2,500",Travel," July 1, 2016",96,2,HARMONY,PA,300000,1,3
The Grand Advenchair ,"$7,295","$3,000",Travel," July 8, 2016",59,2,BEND,OR,299000,,3
Support  Zurehili's Travel Expense,"$1,135","$1,500",Travel," September 1, 2016",26,24,EL PASO,TX,299000,,
Fund Robbie's trip to see Camille!,"$1,200","$1,500",Travel," January 22, 2016",26,8,SUMMERFIELD,NC,279000,1,
Casa de la Brisa del Pacifico,"$3,200","$22,000",Travel," April 20, 2016",6,5,BELLEVUE,WA,282000,,11
Jesse's Tour Divide Survival Fund,"$2,938","$2,500",Travel," April 3, 2016",47,5,STERLING HEIGHTS,MI,279000,,1
Imunique Duley's Funeral  Fund ,$730,"$5,000",Travel," July 14, 2016",22,2,ORANGEBURG,SC,278000,1,7
Send Kayla to Paris Fashion Week! ,"$2,255","$5,000",Travel," August 22, 2015",25,13,LOS ANGELES,CA,279000,1,
"""A Year without Fear"" Project","$2,280","$5,000",Travel," April 28, 2015",53,17,OGDEN,UT,281000,2,2
Connor's Bike Ride for Janey,"$1,680","$3,000",Travel," February 2, 2016",39,7,REHOBOTH,MA,280000,,
Mecca & Kael Go Overseas!,"$2,893","$3,200",Travel," June 20, 2016",25,3,NORTHRIDGE,CA,274000,,5
Send Jon to India to study yoga,"$2,106","$3,500",Travel," April 20, 2016",38,5,CAPTAIN COOK,HI,274000,,3
From Accountant to Adventurer,"$2,710","$7,000",Travel," September 22, 2015",39,12,MIAMI,FL,272000,,
Man on a Mission for Navy SEAL Fnd,"$128,760",$1.0M ,Volunteer," August 20, 2015",788,13,CHULA VISTA,CA,5200,1,3
Spidey 4 Kids,"$13,255","$15,000",Volunteer," November 19, 2014",179,22,PITTSBURG,CA,2000,,
Help - Kris has FENIB & Needs Care,"$13,030","$25,000",Volunteer," June 2, 2016",82,3,INDIANAPOLIS,IN,1300,,61
Hailey's Harvest,"$63,997","$60,000",Volunteer," May 28, 2015","1,394",16,BREMERTON,WA,1200,64,13
Stega: A Perfect Union,"$12,488","$20,000",Volunteer," July 15, 2016",111,2,LOS ANGELES,CA,856000,1,11
NFD Tunnel To Towers Team,"$6,190","$5,000",Volunteer," July 26, 2016",79,2,NEWARK,NJ,711000,,
Diana to Speak At Whitehouse!,$705,"$5,000",Volunteer," September 22, 2016",15,3,TACOMA,WA,136000,,4
Help Us Help Haiti,"$2,100","$2,000",Volunteer," May 21, 2015",41,16,WASHINGTON,DC,66000,,1
US/BRZn helping Brazilian Orphans,$105,"$10,000",Volunteer," August 17, 2016",4,1,GILBERT,AZ,50000,,1
Help us organize teens camp! GWPMS,$840,$500,Volunteer," July 11, 2016",5,2,GRESHAM,OR,93000,2,
Maria's USMC Bootcamp Graduation ,$48,"$5,000",Volunteer," July 24, 2016",4,2,ABILENE,TX,109000,,5
Promoting U.S./Arab Relations,$265,$800,Volunteer," February 29, 2016",10,6,BOONE,NC,121000,,4
Wildlife Society Climb Mount Snowdon,,,Volunteer," March 13, 2014",42,30,Heatons North Ward,ENG,105000,,
Help us end Drought Suffering,"$1,680","$10,000",Volunteer," April 15, 2016",11,5,VANCOUVER,WA,72000,,3
HELP US Bring JOY to the hurting!,$576,"$10,000",Volunteer," May 21, 2014",18,28,SOUTH RIVER,NJ,89000,,28
Help Us Help Them,$340,"$20,000",Volunteer," January 21, 2013",12,44,KATY,TX,405000,1,2
"Help Us Put ""Hunger On Ice""",$758,"$25,000",Volunteer," June 26, 2014",26,27,ATLANTA,GA,127000,,1
Please Help us get to CAMBODIA!! :),"$1,300","$1,000",Volunteer," January 23, 2015",21,20,PASADENA,MD,28000,,1
helps us keep our home,$620,"$8,700",Volunteer," June 15, 2016",8,3,LOS ANGELES,CA,14000,,2
Help us bring Jelena here for Christmas!,"$2,501","$2,950",Volunteer," September 17, 2012",22,48,AURORA,IL,55000,,9
Volunteering in Africa,$755,"$1,000",Volunteer," January 26, 2015",16,20,Hackney,SA,23000,1,
Help Us Help Honduras ,"$1,565","$5,000",Volunteer," April 3, 2013",16,42,NEW YORK,NY,60000,1,
Help Us Build A School in Guatemala  ,"$3,744","$4,500",Volunteer," May 26, 2013",21,40,SAUSALITO,CA,44000,,6
"Help us build 4 homes in Baja, MX",$850,"$1,500",Volunteer," May 24, 2016",3,4,IRVINE,CA,41000,,1
The HUG Foundation (Help Us Give)  ,$815,"$1,000",Volunteer," September 18, 2013",13,36,RAYNHAM,MA,43000,,8
Help Us Create Health Access!,"$3,128","$8,000",Volunteer," April 8, 2015",11,17,FORT COLLINS,CO,34000,,5
Fighting Poverty Together,$200,$10.80,Volunteer," June 30, 2016",1,2,EL PASO,TX,69000,,
Acupuncture at Standing Rock,"$4,698","$3,600",Volunteer," September 3, 2016",90,21,BROOKLYN,NY,2100,1,12
Priceless Images ,"$2,265","$2,500",Volunteer," February 15, 2016",53,7,SALEM,OR,1100,1,
Support LGBT Youth In Indiana,"$33,849","$100,000",Volunteer," April 2, 2015","1,082",18,INDIANAPOLIS,IN,4600,29,9
Dignity Bags for the Homeless,"$15,068","$10,000",Volunteer," January 11, 2016",292,8,PHILADELPHIA,PA,1700,7,19
Walk for the homeless,"$8,880","$400,000",Volunteer," February 2, 2015",182,20,VIRGINIA BEACH,VA,3300,9,32
Standing Rock Medic Tent,"$1,895","$2,050",Volunteer," September 10, 2016",56,14,SANTA BARBARA,CA,176000,3,3
Chiropractic Mission Trip: Haiti ,"$2,555","$2,500",Volunteer," August 11, 2016",34,1,HAYWARD,CA,280000,1,6
Standing Rock DC awareness Campaign,"$3,015","$5,000",Volunteer," August 23, 2016",45,1,RAPID CITY,SD,2800,,6
Kelly's Corner Homeless Help,"$6,962","$8,000",Volunteer," July 25, 2014",162,26,FULLERTON,CA,1000,4,135
Help Local Children,$195,"$1,000",Volunteer," September 23, 2016",6,1,MESA,AZ,17000,,
Rebuild Education in Nepal,"$1,880","$25,000",Volunteer," July 18, 2016",22,2,DONNELLSON,IA,126000,,7
Friends of Standing Rock Opposition,"$2,956","$10,000",Volunteer," September 6, 2016",19,18,BOULDER,CO,215000,,3
FUND SUPPLIES 4 REFUGEES IN JORDAN,"$2,180","$3,000",Volunteer," September 16, 2016",20,8,AUSTIN,TX,41000,,2
Send OK support to Standing Rock,$285,"$1,500",Volunteer," September 6, 2016",10,19,TULSA,OK,257000,1,2
Lindsay's Mission Trip,$600,"$3,000",Volunteer," September 22, 2016",4,2,HANOVER PARK,IL,69000,,
Haunts for Hunger,$815,"$1,500",Volunteer," August 7, 2016",21,1,ANN ARBOR,MI,120000,,2
Mshewe's Beekeeping Group,$675,$675,Volunteer," August 4, 2016",15,1,SPARKS,NV,146000,,
GBPD Mounted Patrol Unit,$110,"$20,000",Volunteer," September 24, 2016",4,1,DENMARK,WI,59000,,1
Sal's Medical Relief Trip to Panama,"$3,785","$3,650",Volunteer," April 29, 2016",49,4,NEWTON CENTER,MA,235000,,
Help Fund Emergency Shelter!,"$1,365","$1,000",Volunteer," July 17, 2016",29,2,BELCHERTOWN,MA,187000,,10
"Help Me, Help Elephants!!!","$1,035","$3,500",Volunteer," June 9, 2016",25,3,DENVER,CO,183000,,
Save a Life-Transform a Community,"$1,720","$13,000",Volunteer," December 10, 2014",35,21,DES PLAINES,IL,230000,3,60
Running For A Better Oakland,$590,$700,Volunteer," February 14, 2016",16,7,OAKLAND,CA,180000,,9
Ridgewood Garden,$295,"$5,000",Volunteer," June 8, 2016",9,3,RIDGEWOOD,NY,178000,,2
Esquire Legal Santa In The Summer ,"$4,460","$10,000",Volunteer," June 2, 2015",56,16,HOUSTON,TX,176000,,
Kingsley Community Garden Watertank,"$1,100","$3,000",Volunteer," February 15, 2016",30,7,LUPTON,AZ,282000,,
Still Sanders March Los Angeles!,"$3,018","$3,000",Volunteer," June 19, 2016",113,3,NORTH HOLLYWOOD,CA,734000,,6
Cuddle Cots in honor of Camille,"$7,345","$7,000",Volunteer," July 16, 2015",161,14,BIDDEFORD,ME,1200,1,17
The Children's Restaurant,"$5,179","$1,000",Volunteer," December 15, 2014",117,21,MOUNT KISCO,NY,530000,1,3
Support the VC Sheriff SAR K9,"$1,420","$8,000",Volunteer," February 5, 2015",32,19,MOORPARK,CA,322000,,4
"Netra for Bernie, Dem. Convention","$1,869","$3,000",Volunteer," June 6, 2016",79,3,HAIKU,HI,739000,2,7
Ev and Steph's Up With People Tour,$150,"$17,000",Volunteer," September 6, 2016",4,18,WILMINGTON,DE,53000,,
Help Sok's Orphanage,"$9,796","$8,000",Volunteer," December 6, 2015",90,9,SAN CARLOS,CA,312000,1,
Syrian Refugee Crisis,"$5,356","$6,000",Volunteer," May 4, 2016",93,4,WALLINGFORD,CT,380000,,
